helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
511,8,6,1,1975.6," June 1, 2017","['- - -[] - - -', '☐ Your Mom probably would enjoy this', '☐ Kids', '☐ Everyone', '☑ Everyone except kids', '☑ Casual players', '☑ Pro players', '☑ People who plan to take one game and make it their life', '- - - [] - - -', '☐ I want to poor bleach in my eyes', '☐ MS-DOS', '☐ Bad, but playable.', '☑ Decent', '☐ Good', '☐ Beautiful', '☐ You forget what reality is', '---[]---', '☑ Free', '☐ Buy now', '☐ Worth the price', '☐ Wait for sale', '☐ Maybe if you have some spare money left', '☐ Do not buy it', '☐ Do not throw money into a trash can', '- - - [] - - -', '☑ Minimum', '☐ Medium', '☐ High end', '☐ NASA computer', '- - - [] - - -', '☑ Easy', '☐ Easy to learn / Hard to master', '☑ Average (Depends on the difficulty set)', '☐ Significant brain usage', '☐ Only the best of the best can complete this game', '---{Grind}---', '☑ Nothing', '☑ Only if you care about leaderboards/ranks', ""☐ Isn't necessary to progress"", '☐ Average grind level', '☐ A bit grindy...sometimes', '☐ Practically a full time job', '- - - [] - - -', ""☑ Only gameplay, doesn't include a story."", '☐ There is a story, but most of the game is focused on gameplay.', '☐ Better than nothing I suppose...', '☐ Average.', '☐ Decent.', '☐ Amazing!', '☐ It‘ll replace your life', '- - - [] - - -', '☐ Game itself is one big BUG', '☐ Lot of bugs (Can get annoying)', '☑ Few Bugs', '☐ You can use them for speedrun', ""☐ Nothing (I've seen)"", '---[]---', '☐ Long enough for a cup of tea', '☐ Short', '☐ Not too short', '☑ Depends on you', '☐ Long', '☐ Very Long', '☑ Endless', '- - - [] - - -', '☐ One long, tedious grind', '☐ Better than mobile', '☐ Fun at first, but gets old quick', '☐ Consistently fun', ""☑ Can't stop playing, even though I should be finished.""]",85,0
384,233,27,1,608.7," March 24, 2021","['Your team in every random competitive game:', '- You', '- Russian Guy', '- Another Russian Guy', '- A 6 year old kid who slept with your mother and have aim hacks and feel like a god', '- Russian Guy who speaks English', '10/10']",1,29
312,67,0,1,1866.5," October 6, 2019","[""Possibly the most addictive, frustrating and satisfying game I've ever played."", ""You get a bad team, you're in for an hour of misery, get a good team and it's an hour of pure bliss, have a bad day an you hit everyone for -90, have a good day and your a ninja ghost warrior in the realms of the elite."", ""I could have got another job for the amount of time i've spent on this game but every second was worth it...""]",1,3
693,578,1,1,2366," October 15, 2018","['The competitive Counter-Strike scene is at its peak. There’s more talent than ever in pro CS, which means that in order to pick the best players in the world you need clear, specific criteria. To make this ranking, a player must have competed in a number of top tier events—no player can be awarded top ten status for simply being incredible online. Almost by default, that means the player will be on a top team as well, which is the case for everyone on this list. I also decided to use roughly the past six months’ results for statistical comparison, with obviously more emphasis on recent performances, as they are most likely more indicative of these players’ current form.']",227,36
638,258,46,1,14," August 12, 2022","['Product received for free', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢺⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠆⠜⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⠿⠿⠛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿', '⣿⣿⡏⠁⠀⠀⠀⠀⠀⣀⣠⣤⣤⣶⣶⣶⣶⣶⣦⣤⡄⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿', '⣿⣿⣷⣄⠀⠀⠀⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⡧⠇⢀⣤⣶⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣾⣮⣭⣿⡻⣽⣒⠀⣤⣜⣭⠐⢐⣒⠢⢰⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣏⣿⣿⣿⣿⣿⣿⡟⣾⣿⠂⢈⢿⣷⣞⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣷⣶⣾⡿⠿⣿⠗⠈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠻⠋⠉⠑⠀⠀⢘⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⡿⠟⢹⣿⣿⡇⢀⣶⣶⠴⠶⠀⠀⢽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⡿⠀⠀⢸⣿⣿⠀⠀⠣⠀⠀⠀⠀⠀⡟⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⠹⣿⣧⣀⠀⠀⠀⠀⡀⣴⠁⢘⡙⢿⣿⣿⣿⣿⣿⣿⣿⣿', '⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⠗⠂⠄⠀⣴⡟⠀⠀⡃⠀⠉⠉⠟⡿⣿⣿⣿⣿', '⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠾⠛⠂⢹⠀⠀⠀⢡⠀⠀⠀⠀⠀⠙⠛⠿⢿', '  The Onlooker', '131 products in account', '0', '983 people found this review helpful', '485 people found this review funny 35', 'Recommended', '10.3 hrs on record', 'Posted: April 24, 2021', 'The only game where you can shoot someone 3 times in the head and they kill you.', '  Major Lee Salty 🧂', '135', '447 people found this review helpful', '198 people found this review funny 40', 'Recommended', '1,089.5 hrs on record', 'Posted: May 6', 'say bye to the job. give up the dog. bury the wife. counter strike is life.']",1,17
391,129,29,1,746.9," April 25, 2022","['Product received for free', 'if you want to cry play this game']",11,15
2819,3517,7,1,1196.3," January 15, 2015",['Your self-esteem either dies in this game or it inflates to unbearable proportions.'],761,34
315,25,0,1,2436.3," March 20, 2020",['good but please improve the vac banned system'],32,0
253,114,18,1,4274.7," August 17, 2022","[""The time I spent playing this game could've been spent..."", '...studying', '...applying for jobs', '...making friends irl', '...getting a gf', '...spending time with my family', '...working out', '...becoming a better man in general', 'From the time I spent in this game, I got...', '...an extremely racist and homophobic vocabulary', '...free Russian lessons', '...anger management issues', '...borderline autistic tendencies', '...sleep deprivation', '...gambling addiction', '...elo loss depression (Faceit Related)', '11/10 would never uninstall this game and correct my life']",1,27
396,51,22,1,493.7," February 23, 2021","[""What can you say about Counter-Strike: Global Offensive? It's everything you could ever want from a first-person shooter. You can play it like a no-life gremlin, but you can also boot it up and just frick around with the lads and dads without worrying too much about strategic play. It's also a very fun eSport to watch if you're into that sort of thing. My CS:GO phase is done but I will always have fond memories of rushing B sneeki beeki like. EZPZ lemon squeezy"", '  ho borvat', '0', '204 people found this review helpful', '7 people found this review funny 5', 'Recommended', '1,055.5 hrs on record', 'Posted: June 5, 2019', ""I probably won't have a popular opinion here but it is how I feel none the less."", 'I played CS a lot when it was first released as a mod for Half-life. I put hundreds of hours into both pub matches and matches with my friends in private servers. I stopped playing it at about the time that it was about to make the move to a retail product', ""Counter-strike as a franchise is something of a time capsule. It is a example of a late 90's shooter frozen in time that never really changes and that is probably what makes it both novel for the average gamer and important for the competitive scene that has formed around it (and taken control of it in a lot of ways)."", ""Because a e-sports style competitive scene has formed around Counter-strike, it puts Valve in a difficult position because they can't really change anything without facing harsh resistance from the veteran players. Even minor visual changes are met with extreme criticism because they may upset the carefully cultivated meta."", 'It was not always like this. When I was playing, the idea of e-sports level competitive play was only just starting to manifest and thus it was more rare to find the ultra-competitive players who get wrapped up in memorizing spread patterns, researching dominant strategies and reading up on the established meta. A lot of players back then were just there because it was fun to play and had a huge playerbase (thus meaning that servers were always reasonably available).', 'Playing Counter-strike back then was not the commitment that it can be now. The overall behavior of the playerbase was different. You may have gotten the usual smack talk during a match but you did not have people telling you to do things exactly this certain way in order for the whole thing to play out like a E-sports match either (at least not in any great number).', ""Playing Counter-strike now is essentially a test to see how much you like getting pub-stomped by uber-experienced and ultra-competitive players. It is not a overly welcoming place for new players (though not everyone is negative to new players and some will help you out) and has a culture all of it's own. This culture will either be really cool to you or annoying as hell, there is not much room for anything in between."", ""If you want a competitive gaming experience that is largely shaped by the most competitive (and vocal) players. Counter-strike is for you. If you want something more like a typical modern shooter or something that is more casual, It's not the best place to start."", 'In the end, this is just a opinion, I understand that Counter-strike is going to be a different experience for different people. I know that I am probably a bit old and thus missed the competitive level gaming boat by a few years but that does not change the fact that I have played (and own) Counter-strike: Global offensive and the culture that has formed around that game is not something I can really get into. Your mileage (of course) may very.', '  لە خوای بە زیاد بی', '10 products in account', '6', '535 people found this review helpful', '135 people found this review funny 13', 'Recommended', '2,419.8 hrs on record', 'Posted: January 18, 2021', 'fun with toxic players :)']",77,0
584,710,116,1,246.8," July 12, 2020","['9/10', 'i am still waiting for the tenth player confirm.']",1,0
3360,7306,9,1,353.7," May 2, 2015","['Real ""Huntsman"" Survival Knife: $29', 'Virtual ""Huntsman"" Survival Knife: $299']",1,75
149,119,19,1,2792.1," July 15, 2016","['CS:GO is my favorite gambling loophole of all time. I let my 5 year old son open cases all day and he loves it. 10/10', '  Chieth Keith', '9', '574 people found this review helpful', '188 people found this review funny 9', 'Recommended', '0.6 hrs on record', 'Posted: May 5, 2021', 'voice_enable ""0""', ""This game isn't too bad after all."", '  voice_enable ""0""', '33', '467 people found this review helpful', '62 people found this review funny 0', 'Recommended', '3,566.7 hrs on record', 'Posted: May 26, 2018', 'You should do something with the cheaters']",42,0
841,1351,1,1,1480.5," December 9, 2017","[""You know when you're hitting on a girl and things are going really well and then during the conversation, she slides in the fact she has a boyfriend and you die a little bit on the inside. That's what this game feels like."", '  BAD VIBES', '340 products in account', '39', '720 people found this review helpful', '527 people found this review funny 58', 'Recommended', '696.0 hrs on record', 'Posted: May 22, 2021', 'Product received for free', 'How to play CSGO:', 'Step 1: Download it for free.', 'Step 2: Get lvl 2.', 'Step 3: Queue up for Competitive.', 'Step 4: Get destroyed by 5 cheaters.', 'Step 5: Exit.', 'Step 6: Buy it.', 'Step 7: Open it again.', 'Step 8: Queue up for Competitive again.', 'Step 9: Team up with 4 russians and get destroyed by enemy team.', 'Step 10: Quit.', 'Step 11: Download/Buy cheats.', 'Step 12: Get banned.', 'Step 13: Get a virus.', 'Step 14: Cry.', '  The Lord of Swag', '34', '146 people found this review helpful 1', 'Recommended', '1,386.4 hrs on record', 'Posted: December 14, 2013', 'I purchased this game on release day and played it for about three hours. It was absolute crap and I uninstalled it.', ""Fast forward just about one year and my friend recommended I try it again. Well, i've got to say that the game has come a long way and has vastly improved from it's release version."", 'The game is basically 1.6 with improved graphics and mechanics. While it still needs work in many areas, the current state of the game is highly enjoyable and worth the mediocre price of $14.99.', ""If you're a long time CS player like me (Beta 1) and don't have this game yet, add me to your friends list and we'll reminisce about the old days and maybe i'll throw a copy your way."", '****', 'Coming back to edit the review many years later, CSGO has gone free to play and has improved a lot over the years. Glad to see the game is still kicking strong.']",11369,0
520,218,46,1,44.2, January 1,"['⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿', '⣿⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢺⣿', '⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠆⠜⣿', '⣿⣿⣿⣿⠿⠿⠛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿', '⣿⣿⡏⠁⠀⠀⠀⠀⠀⣀⣠⣤⣤⣶⣶⣶⣶⣶⣦⣤⡄⠀⠀⠀⠀⢀⣴⣿', '⣿⣿⣷⣄⠀⠀⠀⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⡧⠇⢀⣤⣶', '⣿⣿⣿⣿⣿⣿⣾⣮⣭⣿⡻⣽⣒⠀⣤⣜⣭⠐⢐⣒⠢⢰', '⣿⣿⣿⣿⣿⣿⣿⣏⣿⣿⣿⣿⣿⣿⡟⣾⣿⠂⢈⢿⣷⣞', '⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣷⣶⣾⡿⠿⣿⠗⠈⢻⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠻⠋⠉⠑⠀⠀⢘⢻', '⣿⣿⣿⣿⣿⣿⣿⡿⠟⢹⣿⣿⡇⢀⣶⣶⠴⠶⠀⠀⢽', '⣿⣿⣿⣿⣿⣿⡿⠀⠀⢸⣿⣿⠀⠀⠣⠀⠀⠀⠀⠀⡟⢿⣿', '⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⠹⣿⣧⣀⠀⠀⠀⠀⡀⣴⠁⢘⡙', '⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⠗⠂⠄⠀⣴⡟⠀⠀⡃']",1,19
335,33,1,1,589.3," May 6, 2020","['this game is really nice just need a new anti cheat software', '  ★ F!iCK3R ★', '0', '15,650 people found this review helpful', '381 people found this review funny 2', 'Recommended', '1,873.6 hrs on record', 'Posted: February 27, 2014', 'you either die a noob or live long enough to get called a hacker']",297,203
4949,15938,22,1,723.4," February 13, 2015","[""If i had a dollar for each time someone screamed at me in another language, i'd still have no money because i spent it on skins""]",106,99
